sex,yob,g2000,g2002,g2004,p2000,p2002,p2004,treatment,cluster,voted,hh_id,hh_size,numberofnames,p2004_mean,g2004_mean,voted_ind
female,1963,yes,yes,yes,no,yes,Yes,Hawthorne,181,No,3243,2,21,0.6190476,0.952381,0
male,1959,yes,yes,yes,no,no,Yes,Hawthorne,181,No,3243,2,21,0.6190476,0.952381,0
female,1952,yes,yes,yes,yes,yes,No,Neighbors,181,Yes,3244,1,21,0.5714286,1,1
male,1970,yes,yes,yes,yes,yes,Yes,Control,181,Yes,3245,2,21,0.5238096,0.8571429,1
female,1971,yes,yes,yes,no,yes,Yes,Control,181,Yes,3245,2,21,0.5238096,0.8571429,1
male,1969,no,yes,yes,yes,yes,No,Control,181,No,3246,1,21,0.4761905,0.8095238,0
female,1942,yes,yes,yes,yes,no,Yes,Neighbors,181,Yes,3247,1,21,0.3333333,1,1
male,1953,yes,yes,yes,yes,no,Yes,Control,181,Yes,3248,1,21,0.4761905,0.8571429,1
male,1953,yes,yes,yes,no,no,No,Control,181,No,3249,2,21,0.6190476,0.952381,0
female,1958,yes,yes,yes,no,no,Yes,Control,181,No,3249,2,21,0.6190476,0.952381,0
male,1955,no,yes,yes,yes,yes,Yes,Control,181,Yes,3250,1,21,0.6190476,0.952381,1
female,1952,yes,yes,yes,yes,yes,Yes,Control,181,Yes,3251,3,21,0.6190476,0.9047619,1
male,1980,yes,yes,yes,no,no,No,Control,181,Yes,3251,3,21,0.6190476,0.9047619,1
male,1952,yes,yes,yes,no,no,Yes,Control,181,No,3251,3,21,0.6190476,0.9047619,0
male,1962,yes,yes,yes,yes,yes,Yes,Self,181,Yes,3252,1,21,0.6666667,0.952381,1
male,1966,yes,yes,yes,no,no,No,Control,181,No,3253,2,21,0.3333333,0.9047619,0
female,1969,yes,no,yes,yes,no,No,Control,181,No,3253,2,21,0.3333333,0.9047619,0
female,1980,yes,yes,yes,no,no,Yes,Self,181,Yes,3254,2,21,0.2380952,0.8571429,1
female,1955,yes,yes,yes,no,no,Yes,Self,181,Yes,3254,2,21,0.2380952,0.8571429,1
female,1972,no,yes,yes,no,yes,No,Control,181,Yes,3255,1,21,0.0952381,0.952381,1
female,1981,yes,no,yes,yes,yes,Yes,Control,181,Yes,3256,3,21,0.8095238,1,1
male,1951,yes,yes,yes,no,yes,Yes,Control,181,Yes,3256,3,21,0.8095238,1,1
female,1952,yes,yes,yes,yes,yes,Yes,Control,181,Yes,3256,3,21,0.8095238,1,1
male,1947,yes,yes,yes,yes,yes,Yes,Civic Duty,181,No,3257,2,21,0.5238096,1,0
female,1956,yes,yes,yes,yes,no,Yes,Civic Duty,181,No,3257,2,21,0.5238096,1,0
female,1970,yes,yes,yes,no,no,Yes,Control,181,Yes,3258,2,21,0.4761905,0.952381,1
male,1970,yes,yes,yes,no,no,No,Control,181,Yes,3258,2,21,0.4761905,0.952381,1
male,1956,yes,no,yes,no,no,No,Control,218,No,3907,2,21,0.3333333,0.8571429,0
female,1951,yes,yes,yes,no,yes,No,Control,218,No,3907,2,21,0.3333333,0.8571429,0
male,1934,yes,yes,yes,yes,yes,No,Civic Duty,218,Yes,3908,2,21,0.4285714,0.8571429,1
female,1936,yes,yes,yes,no,no,No,Civic Duty,218,Yes,3908,2,21,0.4285714,0.8571429,1
male,1983,no,yes,yes,no,yes,No,Hawthorne,218,No,3909,3,21,0.3333333,0.8571429,0
female,1954,yes,yes,yes,yes,yes,No,Hawthorne,218,No,3909,3,21,0.3333333,0.8571429,0
male,1954,yes,yes,yes,no,yes,No,Hawthorne,218,No,3909,3,21,0.3333333,0.8571429,0
male,1955,no,yes,yes,no,yes,No,Control,218,No,3910,2,21,0.2857143,0.9047619,0
female,1957,yes,yes,yes,yes,yes,No,Control,218,No,3910,2,21,0.2857143,0.9047619,0
female,1960,yes,no,yes,no,yes,No,Control,218,No,3911,2,21,0.3809524,0.952381,0
male,1961,no,no,yes,no,no,No,Control,218,No,3911,2,21,0.3809524,0.952381,0
male,1949,no,yes,yes,no,yes,No,Hawthorne,218,Yes,3912,2,21,0.1428571,0.8571429,1
female,1948,yes,yes,yes,no,yes,No,Hawthorne,218,Yes,3912,2,21,0.1428571,0.8571429,1
male,1965,yes,yes,yes,no,yes,Yes,Self,218,Yes,3913,2,21,0.1428571,0.8571429,1
male,1966,yes,yes,yes,no,yes,No,Self,218,No,3913,2,21,0.1428571,0.8571429,0
female,1956,yes,yes,yes,no,no,No,Control,218,No,3914,2,21,0.1428571,0.8571429,0
male,1955,yes,yes,yes,no,no,No,Control,218,No,3914,2,21,0.1428571,0.8571429,0
male,1931,yes,yes,yes,no,no,Yes,Neighbors,218,No,3915,1,21,0.4285714,1,0
female,1959,yes,yes,yes,no,no,Yes,Neighbors,218,Yes,3916,2,21,0.4285714,1,1
male,1962,no,no,yes,no,no,No,Neighbors,218,No,3916,2,21,0.4285714,1,0
female,1947,yes,yes,yes,no,no,No,Control,218,Yes,3917,3,21,0.2380952,0.952381,1
male,1978,no,no,yes,no,no,No,Control,218,No,3917,3,21,0.2380952,0.952381,0
male,1945,yes,yes,yes,no,yes,No,Control,218,Yes,3917,3,21,0.2380952,0.952381,1
male,1960,yes,yes,yes,no,yes,No,Control,218,Yes,3918,1,21,0.5238096,1,1
male,1946,yes,yes,yes,no,no,No,Civic Duty,218,No,3919,2,21,0.2857143,1,0
female,1952,yes,yes,yes,no,no,Yes,Civic Duty,218,No,3919,2,21,0.2857143,1,0
female,1959,no,no,yes,no,yes,No,Control,218,No,3920,2,21,0.4761905,1,0
male,1958,yes,yes,yes,no,yes,No,Control,218,No,3920,2,21,0.4761905,1,0
male,1964,yes,yes,yes,no,yes,Yes,Control,218,Yes,3921,2,21,0.2380952,1,1
female,1964,yes,yes,yes,no,yes,No,Control,218,Yes,3921,2,21,0.2380952,1,1
male,1948,yes,yes,yes,no,yes,Yes,Control,218,No,3922,3,21,0.3333333,1,0
female,1948,yes,yes,yes,no,yes,No,Control,218,No,3922,3,21,0.3333333,1,0
female,1973,no,no,yes,no,no,No,Control,218,No,3922,3,21,0.3333333,1,0
female,1958,yes,yes,yes,no,yes,No,Control,218,No,3923,3,21,0.2380952,1,0
male,1958,yes,yes,yes,no,no,No,Control,218,No,3923,3,21,0.2380952,1,0
male,1984,no,yes,yes,no,no,No,Control,218,No,3923,3,21,0.2380952,1,0
male,1952,yes,yes,yes,yes,no,No,Self,218,Yes,3924,2,21,0.1904762,0.952381,1
female,1952,yes,yes,yes,no,no,No,Self,218,Yes,3924,2,21,0.1904762,0.952381,1
female,1969,yes,yes,yes,no,yes,Yes,Civic Duty,250,No,4483,1,21,0.1904762,1,0
male,1955,yes,yes,yes,yes,yes,No,Control,250,Yes,4484,1,21,0.1904762,1,1
male,1955,no,yes,yes,yes,no,Yes,Hawthorne,250,No,4485,2,21,0.1904762,1,0
female,1959,no,yes,yes,yes,no,No,Hawthorne,250,No,4485,2,21,0.1904762,1,0
female,1944,no,yes,yes,yes,no,No,Control,250,No,4486,1,21,0.2857143,1,0
female,1951,yes,yes,yes,no,no,No,Neighbors,250,No,4487,2,21,0.1428571,0.952381,0
male,1951,yes,no,yes,no,yes,Yes,Neighbors,250,No,4487,2,21,0.1428571,0.952381,0
female,1914,no,yes,yes,no,yes,Yes,Control,250,No,4488,1,21,0.1428571,0.952381,0
male,1946,no,yes,yes,yes,no,No,Control,250,No,4489,2,21,0.1428571,1,0
female,1950,no,yes,yes,yes,yes,No,Control,250,No,4489,2,21,0.1428571,1,0
male,1953,no,yes,yes,yes,no,Yes,Neighbors,250,No,4490,2,21,0.2380952,1,0
female,1953,no,yes,yes,no,yes,Yes,Neighbors,250,Yes,4490,2,21,0.2380952,1,1
female,1956,yes,no,yes,yes,no,No,Self,250,No,4491,2,21,0.1428571,0.9047619,0
male,1954,yes,yes,yes,yes,no,No,Self,250,No,4491,2,21,0.1428571,0.9047619,0
female,1965,no,yes,yes,no,no,No,Civic Duty,250,No,4492,2,21,0.1904762,1,0
male,1963,yes,yes,yes,yes,yes,No,Civic Duty,250,No,4492,2,21,0.1904762,1,0
female,1943,yes,yes,yes,no,yes,No,Control,250,Yes,4493,2,21,0.0952381,1,1
male,1949,yes,yes,yes,no,no,No,Control,250,No,4493,2,21,0.0952381,1,0
male,1981,no,no,yes,no,no,No,Control,250,No,4494,3,21,0.1428571,1,0
male,1954,yes,yes,yes,yes,yes,No,Control,250,No,4494,3,21,0.1428571,1,0
female,1956,yes,yes,yes,yes,yes,No,Control,250,No,4494,3,21,0.1428571,1,0
male,1974,no,yes,yes,no,no,No,Control,250,No,4495,2,21,0.1904762,1,0
female,1974,yes,yes,yes,no,yes,Yes,Control,250,No,4495,2,21,0.1904762,1,0
male,1949,yes,yes,yes,no,no,No,Control,250,No,4496,2,21,0.1428571,1,0
female,1949,no,yes,yes,no,yes,No,Control,250,Yes,4496,2,21,0.1428571,1,1
male,1950,yes,yes,yes,yes,yes,No,Control,250,No,4497,3,21,0.2380952,1,0
female,1956,yes,yes,yes,no,no,No,Control,250,No,4497,3,21,0.2380952,1,0
female,1984,no,no,yes,no,no,No,Control,250,No,4497,3,21,0.2380952,1,0
male,1955,no,yes,yes,no,no,Yes,Control,250,No,4498,1,21,0.2380952,1,0
male,1957,no,yes,yes,yes,no,Yes,Self,250,Yes,4499,2,21,0.3333333,0.9047619,1
female,1961,no,yes,yes,no,yes,Yes,Self,250,Yes,4499,2,21,0.3333333,0.9047619,1
male,1965,no,yes,yes,yes,yes,Yes,Hawthorne,250,No,4500,2,21,0.3333333,0.9047619,0
female,1966,no,yes,yes,yes,no,Yes,Hawthorne,250,No,4500,2,21,0.3333333,0.9047619,0
male,1956,yes,yes,yes,yes,yes,No,Civic Duty,265,No,4753,1,21,0.1904762,0.9047619,0
female,1973,yes,yes,yes,yes,yes,No,Control,265,No,4754,1,21,0.1904762,0.9047619,0
male,1949,yes,yes,yes,no,no,Yes,Control,265,No,4755,1,21,0.1428571,0.8571429,0
female,1974,yes,yes,yes,yes,no,Yes,Neighbors,265,Yes,4756,1,21,0.0952381,0.8571429,1
male,1967,yes,yes,yes,no,yes,No,Control,265,No,4757,2,21,0.1428571,0.9047619,0
female,1962,yes,yes,yes,no,no,No,Control,265,No,4757,2,21,0.1428571,0.9047619,0
female,1957,yes,yes,yes,no,no,Yes,Control,265,Yes,4758,1,21,0.2857143,0.9047619,1
male,1963,no,yes,yes,no,yes,Yes,Control,265,Yes,4759,1,21,0.2857143,0.9047619,1
male,1949,no,yes,yes,no,yes,Yes,Control,265,No,4760,2,21,0.1428571,0.8571429,0
female,1960,no,yes,yes,no,yes,No,Control,265,No,4760,2,21,0.1428571,0.8571429,0
female,1958,yes,yes,yes,no,no,No,Control,265,No,4761,2,21,0.2380952,0.952381,0
male,1961,yes,yes,yes,no,no,No,Control,265,No,4761,2,21,0.2380952,0.952381,0
male,1972,yes,yes,yes,no,no,Yes,Control,265,Yes,4762,1,21,0.1428571,0.8095238,1
female,1966,yes,yes,yes,no,yes,No,Civic Duty,265,Yes,4763,1,21,0.1428571,0.8571429,1
female,1961,no,yes,yes,yes,yes,No,Hawthorne,265,No,4764,1,21,0.047619,0.8571429,0
male,1958,yes,yes,yes,yes,no,Yes,Hawthorne,265,Yes,4765,2,21,0.1904762,0.7619048,1
female,1963,yes,yes,yes,yes,no,No,Hawthorne,265,No,4765,2,21,0.1904762,0.7619048,0
male,1970,yes,yes,yes,yes,yes,No,Control,265,No,4766,2,21,0.1428571,0.8571429,0
female,1971,yes,yes,yes,no,no,No,Control,265,No,4766,2,21,0.1428571,0.8571429,0
female,1979,yes,yes,yes,yes,no,Yes,Self,265,No,4767,2,21,0.1428571,0.8095238,0
male,1979,yes,yes,yes,yes,no,Yes,Self,265,No,4767,2,21,0.1428571,0.8095238,0
female,1978,yes,no,yes,no,no,Yes,Self,265,No,4768,2,21,0.0952381,0.9047619,0
male,1973,yes,yes,yes,no,yes,Yes,Self,265,No,4768,2,21,0.0952381,0.9047619,0
male,1970,no,no,yes,no,yes,No,Control,265,No,4769,2,21,0.1428571,0.7619048,0
female,1972,yes,yes,yes,no,yes,Yes,Control,265,Yes,4769,2,21,0.1428571,0.7619048,1
female,1946,yes,yes,yes,no,yes,No,Neighbors,265,Yes,4770,1,21,0.1428571,0.7619048,1
female,1962,yes,yes,yes,no,no,No,Civic Duty,270,No,4843,3,21,0.047619,0.952381,0
male,1986,no,no,yes,no,no,No,Civic Duty,270,No,4843,3,21,0.047619,0.952381,0
male,1962,yes,no,yes,no,no,No,Civic Duty,270,No,4843,3,21,0.047619,0.952381,0
female,1951,no,yes,yes,yes,no,No,Control,270,No,4844,1,21,0.4761905,0.952381,0
female,1972,yes,yes,yes,no,no,No,Hawthorne,270,No,4845,2,21,0.1428571,1,0
male,1969,yes,yes,yes,no,no,Yes,Hawthorne,270,No,4845,2,21,0.1428571,1,0
male,1972,yes,yes,yes,no,yes,Yes,Control,270,Yes,4846,2,21,0.2380952,1,1
female,1973,yes,yes,yes,no,yes,No,Control,270,No,4846,2,21,0.2380952,1,0
female,1956,no,yes,yes,no,yes,Yes,Control,270,Yes,4847,3,21,0.2380952,1,1
female,1981,yes,no,yes,no,no,No,Control,270,No,4847,3,21,0.2380952,1,0
male,1952,yes,no,yes,no,yes,Yes,Control,270,Yes,4847,3,21,0.2380952,1,1
female,1961,yes,yes,yes,yes,no,No,Neighbors,270,No,4848,2,21,0.1904762,0.8571429,0
male,1956,yes,no,yes,no,no,No,Neighbors,270,No,4848,2,21,0.1904762,0.8571429,0
male,1955,yes,yes,yes,yes,yes,No,Control,270,Yes,4849,3,21,0.2857143,1,1
female,1956,yes,yes,yes,no,yes,No,Control,270,No,4849,3,21,0.2857143,1,0
male,1980,yes,yes,yes,no,no,No,Control,270,No,4849,3,21,0.2857143,1,0
male,1985,no,no,yes,no,no,No,Control,270,No,4850,3,21,0.4285714,1,0
female,1966,yes,no,yes,no,no,No,Control,270,No,4850,3,21,0.4285714,1,0
male,1962,no,yes,yes,no,no,Yes,Control,270,No,4850,3,21,0.4285714,1,0
male,1985,no,no,yes,no,no,No,Control,270,No,4851,4,21,0.0952381,1,0
male,1953,yes,yes,yes,yes,no,No,Control,270,No,4851,4,21,0.0952381,1,0
female,1954,yes,yes,yes,no,no,No,Control,270,No,4851,4,21,0.0952381,1,0
male,1980,no,no,yes,no,no,No,Control,270,No,4851,4,21,0.0952381,1,0
male,1957,no,yes,yes,no,yes,Yes,Civic Duty,270,No,4852,1,21,0.2857143,1,0
female,1969,no,yes,yes,yes,no,Yes,Control,270,Yes,4853,2,21,0.1428571,1,1
male,1969,no,yes,yes,yes,yes,Yes,Control,270,Yes,4853,2,21,0.1428571,1,1
male,1961,yes,yes,yes,no,no,No,Control,270,No,4854,2,21,0.1428571,1,0
female,1963,yes,yes,yes,no,no,Yes,Control,270,No,4854,2,21,0.1428571,1,0
male,1964,yes,yes,yes,no,no,No,Control,270,No,4855,2,21,0.0952381,1,0
female,1967,yes,yes,yes,no,yes,No,Control,270,No,4855,2,21,0.0952381,1,0
male,1961,yes,yes,yes,yes,yes,Yes,Neighbors,270,Yes,4856,2,21,0.0952381,0.952381,1
female,1955,yes,no,yes,yes,no,Yes,Neighbors,270,No,4856,2,21,0.0952381,0.952381,0
male,1944,yes,yes,yes,no,no,No,Hawthorne,270,No,4857,3,21,0.1428571,0.952381,0
female,1947,yes,yes,yes,no,no,No,Hawthorne,270,No,4857,3,21,0.1428571,0.952381,0
female,1985,no,no,yes,no,no,No,Hawthorne,270,No,4857,3,21,0.1428571,0.952381,0
male,1971,no,no,yes,no,no,No,Self,270,No,4858,2,21,0.1428571,0.952381,0
female,1963,yes,yes,yes,yes,yes,No,Self,270,No,4858,2,21,0.1428571,0.952381,0
male,1958,yes,no,yes,yes,no,No,Self,270,No,4859,2,21,0.1428571,0.952381,0
female,1958,yes,no,yes,yes,no,No,Self,270,No,4859,2,21,0.1428571,0.952381,0
female,1956,yes,yes,yes,no,no,No,Control,270,No,4860,3,21,0.0952381,0.8571429,0
male,1956,yes,yes,yes,no,no,No,Control,270,No,4860,3,21,0.0952381,0.8571429,0
female,1984,no,no,yes,no,no,No,Control,270,No,4860,3,21,0.0952381,0.8571429,0
female,1981,no,no,yes,no,no,No,Control,288,Yes,5167,4,21,0.0952381,0.952381,1
female,1956,yes,yes,yes,no,no,No,Control,288,No,5167,4,21,0.0952381,0.952381,0
male,1954,yes,yes,yes,yes,yes,No,Control,288,Yes,5167,4,21,0.0952381,0.952381,1
male,1980,no,yes,yes,no,no,No,Control,288,Yes,5167,4,21,0.0952381,0.952381,1
male,1953,yes,yes,yes,yes,yes,No,Control,288,No,5168,1,21,0.047619,0.9047619,0
male,1961,no,yes,yes,no,yes,No,Civic Duty,288,No,5169,1,21,0.047619,0.9047619,0
male,1958,yes,yes,yes,yes,no,No,Self,288,No,5170,2,21,0.047619,0.952381,0
female,1961,yes,yes,yes,yes,yes,No,Self,288,No,5170,2,21,0.047619,0.952381,0
female,1961,yes,yes,yes,no,no,No,Control,288,No,5171,3,21,0.0952381,0.952381,0
male,1984,no,no,yes,no,no,No,Control,288,No,5171,3,21,0.0952381,0.952381,0
male,1959,yes,yes,yes,no,no,No,Control,288,No,5171,3,21,0.0952381,0.952381,0
male,1950,yes,yes,yes,yes,no,No,Control,288,No,5172,1,21,0.0952381,0.952381,0
female,1956,yes,yes,yes,yes,no,No,Hawthorne,288,No,5173,1,21,0.1428571,0.8095238,0
female,1983,no,no,yes,no,no,No,Control,288,No,5174,3,21,0.1904762,0.952381,0
female,1956,no,yes,yes,no,no,No,Control,288,No,5174,3,21,0.1904762,0.952381,0
male,1956,yes,yes,yes,no,no,No,Control,288,No,5174,3,21,0.1904762,0.952381,0
male,1953,yes,no,yes,no,no,Yes,Control,288,Yes,5175,1,21,0.0952381,0.952381,1
male,1947,no,yes,yes,no,no,Yes,Neighbors,288,Yes,5176,2,21,0.2857143,1,1
female,1949,no,yes,yes,no,yes,Yes,Neighbors,288,Yes,5176,2,21,0.2857143,1,1
male,1947,yes,yes,yes,yes,yes,No,Control,288,No,5177,1,21,0.2380952,0.952381,0
male,1959,yes,yes,yes,no,yes,Yes,Civic Duty,288,No,5178,2,21,0.2380952,0.952381,0
female,1962,no,yes,yes,no,yes,Yes,Civic Duty,288,No,5178,2,21,0.2380952,0.952381,0
female,1983,no,yes,yes,no,no,No,Hawthorne,288,No,5179,2,21,0.1904762,0.952381,0
male,1959,yes,yes,yes,yes,no,Yes,Hawthorne,288,No,5179,2,21,0.1904762,0.952381,0
female,1963,yes,yes,yes,no,yes,Yes,Control,288,Yes,5180,2,21,0.2380952,1,1
male,1957,yes,yes,yes,no,yes,Yes,Control,288,Yes,5180,2,21,0.2380952,1,1
female,1965,yes,yes,yes,no,no,No,Self,288,No,5181,2,21,0.4285714,0.9047619,0
male,1963,yes,yes,yes,yes,yes,No,Self,288,Yes,5181,2,21,0.4285714,0.9047619,1
male,1958,yes,yes,yes,yes,yes,No,Neighbors,288,No,5182,2,21,0.3333333,0.952381,0
female,1960,no,yes,yes,no,yes,Yes,Neighbors,288,No,5182,2,21,0.3333333,0.952381,0
male,1953,yes,yes,yes,yes,no,Yes,Control,288,No,5183,1,21,0.4761905,0.9047619,0
male,1964,yes,yes,yes,no,yes,No,Control,288,No,5184,2,21,0.1904762,0.952381,0
female,1965,yes,no,yes,no,yes,No,Control,288,No,5184,2,21,0.1904762,0.952381,0
female,1963,yes,yes,yes,no,yes,Yes,Civic Duty,307,Yes,5509,2,21,0.1904762,0.9047619,1
male,1959,no,yes,yes,no,yes,Yes,Civic Duty,307,Yes,5509,2,21,0.1904762,0.9047619,1
male,1964,yes,no,yes,no,no,No,Control,307,No,5510,2,21,0.1904762,0.952381,0
female,1966,yes,no,yes,no,yes,No,Control,307,No,5510,2,21,0.1904762,0.952381,0
female,1970,yes,yes,yes,yes,no,No,Control,307,No,5511,1,21,0.0952381,0.952381,0
female,1953,yes,yes,yes,yes,yes,No,Control,307,No,5512,2,21,0.0952381,0.952381,0
male,1949,yes,yes,yes,yes,yes,No,Control,307,No,5512,2,21,0.0952381,0.952381,0
male,1956,no,yes,yes,no,yes,No,Self,307,No,5513,2,21,0,0.952381,0
female,1955,yes,yes,yes,no,yes,No,Self,307,No,5513,2,21,0,0.952381,0
male,1972,yes,yes,yes,no,no,No,Neighbors,307,No,5514,2,21,0.0952381,1,0
female,1972,yes,yes,yes,no,no,No,Neighbors,307,No,5514,2,21,0.0952381,1,0
male,1954,yes,yes,yes,no,yes,Yes,Neighbors,307,No,5515,2,21,0.0952381,1,0
female,1953,yes,no,yes,no,no,No,Neighbors,307,No,5515,2,21,0.0952381,1,0
female,1961,yes,yes,yes,no,yes,Yes,Control,307,Yes,5516,1,21,0.2380952,0.952381,1
female,1966,yes,yes,yes,no,yes,Yes,Control,307,Yes,5517,1,21,0.2380952,0.952381,1
male,1970,yes,yes,yes,yes,yes,Yes,Hawthorne,307,Yes,5518,2,21,0.2380952,1,1
female,1972,no,yes,yes,yes,yes,Yes,Hawthorne,307,Yes,5518,2,21,0.2380952,1,1
male,1941,yes,yes,yes,no,no,No,Control,307,Yes,5519,3,21,0.2380952,1,1
female,1985,no,no,yes,no,no,No,Control,307,No,5519,3,21,0.2380952,1,0
female,1950,yes,yes,yes,no,no,No,Control,307,No,5519,3,21,0.2380952,1,0
male,1956,yes,yes,yes,no,no,No,Control,307,No,5520,2,21,0.3333333,1,0
female,1959,yes,yes,yes,no,no,No,Control,307,Yes,5520,2,21,0.3333333,1,1
male,1949,yes,yes,yes,no,yes,Yes,Control,307,Yes,5521,2,21,0.3333333,0.952381,1
female,1951,yes,yes,yes,no,yes,Yes,Control,307,Yes,5521,2,21,0.3333333,0.952381,1
male,1965,yes,yes,yes,no,no,No,Hawthorne,307,No,5522,2,21,0.2380952,0.9047619,0
female,1966,yes,yes,yes,no,no,No,Hawthorne,307,No,5522,2,21,0.2380952,0.9047619,0
male,1970,yes,yes,yes,no,no,Yes,Civic Duty,307,No,5523,1,21,0.2380952,0.9047619,0
female,1948,yes,yes,yes,no,no,No,Self,307,No,5524,2,21,0.2857143,0.952381,0
male,1946,yes,yes,yes,no,no,Yes,Self,307,No,5524,2,21,0.2857143,0.952381,0
male,1963,yes,yes,yes,no,no,No,Control,307,No,5525,2,21,0.3809524,1,0
female,1972,yes,yes,yes,yes,yes,No,Control,307,No,5525,2,21,0.3809524,1,0
female,1949,yes,no,yes,yes,no,No,Control,307,No,5526,2,21,0.2380952,0.952381,0
male,1945,yes,yes,yes,yes,no,Yes,Control,307,No,5526,2,21,0.2380952,0.952381,0
male,1977,yes,no,yes,yes,no,Yes,Hawthorne,322,Yes,5779,1,21,0.1428571,0.6190476,1
male,1962,yes,no,yes,no,no,Yes,Control,322,No,5780,2,21,0.0952381,0.7619048,0
female,1969,yes,yes,yes,no,no,Yes,Control,322,No,5780,2,21,0.0952381,0.7619048,0
male,1951,yes,no,yes,yes,yes,No,Control,322,No,5781,1,21,0.0952381,0.7619048,0
male,1970,yes,yes,yes,no,no,Yes,Self,322,Yes,5782,2,21,0.4761905,0.952381,1
female,1967,yes,yes,yes,no,no,Yes,Self,322,Yes,5782,2,21,0.4761905,0.952381,1
male,1973,no,yes,yes,no,yes,Yes,Control,322,No,5783,2,21,0.4761905,0.952381,0
female,1975,yes,yes,yes,yes,yes,Yes,Control,322,No,5783,2,21,0.4761905,0.952381,0
male,1971,yes,yes,yes,yes,no,No,Control,322,No,5784,1,21,0.2857143,0.952381,0
male,1969,yes,yes,yes,no,yes,Yes,Control,322,No,5785,1,21,0.1904762,0.8095238,0
female,1969,no,yes,yes,no,yes,Yes,Neighbors,322,No,5786,1,21,0.1904762,0.8095238,0
female,1976,yes,yes,yes,no,yes,Yes,Control,322,Yes,5787,2,21,0.1428571,0.8571429,1
male,1971,yes,yes,yes,yes,yes,Yes,Control,322,Yes,5787,2,21,0.1428571,0.8571429,1
male,1966,yes,yes,yes,yes,yes,No,Control,322,No,5788,1,21,0.0952381,0.8095238,0
male,1946,yes,yes,yes,no,yes,Yes,Control,322,No,5789,2,21,0.1904762,0.9047619,0
female,1946,yes,yes,yes,no,yes,Yes,Control,322,No,5789,2,21,0.1904762,0.9047619,0
male,1974,yes,yes,yes,yes,yes,No,Self,322,No,5790,2,21,0.1428571,0.9047619,0
female,1977,yes,yes,yes,no,yes,No,Self,322,No,5790,2,21,0.1428571,0.9047619,0
male,1957,yes,yes,yes,no,yes,No,Control,322,No,5791,2,21,0.047619,0.9047619,0
female,1962,yes,yes,yes,no,yes,No,Control,322,No,5791,2,21,0.047619,0.9047619,0
male,1980,yes,no,yes,yes,no,No,Hawthorne,322,No,5792,3,21,0.1428571,0.9047619,0
female,1948,yes,yes,yes,yes,yes,No,Hawthorne,322,No,5792,3,21,0.1428571,0.9047619,0
male,1940,yes,yes,yes,yes,yes,No,Hawthorne,322,No,5792,3,21,0.1428571,0.9047619,0
female,1963,no,yes,yes,no,yes,Yes,Civic Duty,322,Yes,5793,2,21,0.2380952,0.8095238,1
male,1962,yes,yes,yes,no,no,Yes,Civic Duty,322,No,5793,2,21,0.2380952,0.8095238,0
female,1984,no,no,yes,no,no,No,Civic Duty,322,No,5794,3,21,0.2857143,0.952381,0
female,1962,yes,no,yes,yes,no,Yes,Civic Duty,322,No,5794,3,21,0.2857143,0.952381,0
male,1961,yes,no,yes,yes,no,Yes,Civic Duty,322,No,5794,3,21,0.2857143,0.952381,0
male,1961,yes,yes,yes,no,yes,Yes,Control,322,No,5795,2,21,0.0952381,1,0
female,1962,yes,yes,yes,no,yes,Yes,Control,322,No,5795,2,21,0.0952381,1,0
male,1957,yes,yes,yes,no,yes,No,Neighbors,322,No,5796,2,21,0.1428571,0.8095238,0
female,1959,yes,no,yes,no,yes,No,Neighbors,322,No,5796,2,21,0.1428571,0.8095238,0
male,1970,yes,yes,yes,yes,yes,Yes,Control,331,No,5941,2,21,0.3333333,0.9047619,0
female,1972,yes,yes,yes,yes,yes,Yes,Control,331,No,5941,2,21,0.3333333,0.9047619,0
male,1982,no,no,yes,no,no,No,Neighbors,331,No,5942,3,21,0.6666667,0.952381,0
male,1948,yes,yes,yes,yes,yes,No,Neighbors,331,Yes,5942,3,21,0.6666667,0.952381,1
female,1952,yes,yes,yes,yes,no,No,Neighbors,331,No,5942,3,21,0.6666667,0.952381,0
female,1960,yes,yes,yes,no,no,Yes,Control,331,No,5943,1,18,0.3888889,1,0
female,1955,yes,yes,yes,no,no,Yes,Civic Duty,331,No,5944,2,21,0.4761905,0.9047619,0
male,1957,yes,no,yes,no,no,Yes,Civic Duty,331,No,5944,2,21,0.4761905,0.9047619,0
female,1949,yes,yes,yes,no,no,Yes,Hawthorne,331,No,5945,2,21,0.4761905,0.9047619,0
male,1944,yes,yes,yes,no,no,Yes,Hawthorne,331,No,5945,2,21,0.4761905,0.9047619,0
male,1958,yes,yes,yes,no,no,No,Civic Duty,331,No,5946,2,21,0.1428571,0.8571429,0
female,1963,yes,yes,yes,yes,yes,No,Civic Duty,331,Yes,5946,2,21,0.1428571,0.8571429,1
male,1952,yes,yes,yes,no,no,Yes,Control,331,Yes,5947,2,21,0.2380952,0.9047619,1
female,1962,yes,yes,yes,no,no,Yes,Control,331,Yes,5947,2,21,0.2380952,0.9047619,1
male,1963,yes,yes,yes,no,no,No,Control,331,No,5948,2,21,0.2857143,0.9047619,0
female,1965,yes,yes,yes,yes,no,No,Control,331,No,5948,2,21,0.2857143,0.9047619,0
female,1968,yes,yes,yes,yes,no,No,Hawthorne,331,No,5949,2,21,0.2857143,0.9047619,0
male,1963,yes,yes,yes,no,no,No,Hawthorne,331,No,5949,2,21,0.2857143,0.9047619,0
